category,contents,language,lectureLink,lectureName,lecturer,level,numOfLectures,price,rating,siteIdx,subCategory,thumbnail,totalDuration,type
,Convert Sass (SCSS) Styled Button to CSS-in-JS with JavaScript Templates and VariablesImport JavaScript Variables for Styling with CSS-in-JSImport and Render Style Partials from JavaScript Modules with CSS-in-JSUse JavaScript Functions as Mixin Directives for CSS-in-JS Style DeclarationsDestructure Named CSS-in-JS Arguments to use in JavaScript Mixin FunctionsDefine and Override Default CSS-in-JS Values for Arguments in a JavaScript Function MixinApply Multiple CSS-in-JS Arguments in a JavaScript Mixin Function with the Rest OperatorExpress CSS with JavaScript Objects for CSS-in-JS NotationUse JavaScripts Spread Operator to Apply Style Objects Returned from CSS-in-JS MixinsPrevent CSS Class Name Collisions with Scoped Class Names in CSS-in-JSStyle HTML with JavaScript Template Strings and Objects in CSS-in-JS,en,https://egghead.io/courses/convert-scss-sass-to-css-in-js,Convert SCSS (Sass) to CSS-in-JS,Oleg Isonen,6,11,-1,3.9,8,"CSS,JavaScript,SCSS",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/191/thumb/EGH_SASS-CSS_Finalv2.png,23,on
,Add Redux to a React applicationUse actions to modify the state of the Redux storeAdd redux-observable to an existing Redux projectDebug redux-observable with redux dev-toolsUse redux-observable for simple Ajax requestsCreate a queue of Ajax requests with redux-observable and group the results.Debounce user input to avoid repeated Ajax requestsHandle network errors gracefullyFilter a stream to exclude empty valuesUse an action to cancel an Ajax requestTesting the output of epicsMocking an ajax request when testing epicsUse tests to verify updates to the Redux store,en,https://egghead.io/courses/up-and-running-with-redux-observable,Up and Running with redux-observable,Shane Osbourne,6,13,-1,4.5,8,"React,RxJS,Redux,redux-observable",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/142/thumb/EGH_ReduxObservable_Final.png,80,on
,Course Overview: Style and Theme Ionic v3 ApplicationsCustomize Ionic v3 Default Theme ColorsOverride Global SASS Variables in Ionic v3 ApplicationsSet Ionic v3 Config ParametersStyle an Ionic v3 Component on a Single PageAlign and Size Text with Ionic v3 CSS UtilitiesStructure an Application UI with Ionic v3 GridLay Out Content with Ionic v3 CSS UtilitiesAlign Elements with Ionic v3 Grid,en,https://egghead.io/courses/style-and-theme-ionic-v3-applications,Style and Theme Ionic v3 Applications,Chris Griffith,6,9,-1,3.9,8,Ionic,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/201/thumb/EGH_StyleIonic_Final.png,18,on
,"Course Introduction: Optimize User Experience for Mobile Devices and BrowsersUse Chrome Developer Tools to Emulate Different Mobile DevicesUse Remote Sources to Debug a Web App on an Emulator, Simulator, or Physical DeviceScale a Page Correctly for Small Viewports with a <meta> TagMake a horizontal-scrolling MenuMake a <select> Field that Takes Advantage of Native Browser BehaviourMake a nav Menu Available from a fixed-position HeaderUse Sticky Positioning for Section HeadersShow Images of Differing Resolutions Depending on the Viewport Width with srcsetShow Different Variations of Images Depending on the Viewport Width using Art Direction",en,https://egghead.io/courses/optimize-user-experience-for-mobile-devices-and-browsers,Optimize User Experience for Mobile Devices and Browsers,Rory Smith,6,10,-1,3.9,8,"HTML 5,CSS,Android,iOS",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/151/thumb/EGH_OptimizeUXMobile_Final.png,32,on
,Write an Asynchronous Function with async/awaitCall an Asynchronous Function in a Promise ChainConvert Any Function into an Asynchronous FunctionHandle Errors in Asynchronous FunctionsAwait Multiple Promises Sequentially or ConcurrentlyAwait Multiple Promises Concurrently with Promise.all()Use the await Operator with Any ThenableIterate Asynchronously with the for-await-of Loop,en,https://egghead.io/courses/asynchronous-javascript-with-async-await,Asynchronous JavaScript with async/await,Marius Schulz,6,8,-1,4.6,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/118/thumb/EGH_AsyncJSAwait_Final-01.png,18,on
,"Start a Virtual Reality Project Using the React VR CLIBuild 3D Panorama Scenes Using the Pano Component in React VRWrite Text Using the Text Component in React VRStructure 2D Content like Images and Text Using the View Component in React VRAdd Shapes Using 3D Primitives in React VRAdd Lighting Using Light Components in React VRRender Custom 3D Objects Using the Model Component in React VRCompose Multiple 3D Objects into one Component in React VRCapture User Interaction with React VRAnimate Text, Images, Views, and 3D Elements Using the Animated Library in React VR",en,https://egghead.io/courses/build-virtual-reality-experiences-using-react-vr,Build Virtual Reality Experiences Using React VR,Nik Graf,6,10,-1,4.5,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/127/thumb/EGH_ReactVR-Final.png,36,on
,Add styles to a component in AngularStyle HTML elements in Angular using the style propertyConditionally add a single CSS class to a DOM element in AngularStyle HTML elements in Angular using ngClassStyle HTML elements in Angular using ngStyleUse Angular style sanitization to mark dynamic styles as trusted valuesUse Angular¡¯s @HostBinding and :host(...) to add styling to the component itselfUse :host-context and the ::ng-deep selector to apply context-based stylingUse the Renderer2 to add styles to an element in Angular,en,https://egghead.io/courses/understand-how-to-style-angular-components,Understand How to Style Angular Components,Juri Strumpflohner,6,9,-1,4.4,8,"Angular,CSS",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/132/thumb/EGH_Angular_Style-Final.png,24,on
,"Install the Latest Version of GatsbyInstall Plugins for Transforming Markdown with GatsbyFormat Markdown Files for Gatsby.jsUse the GraphiQL Browser to Build Queries for GatsbyCreate a Home Layout Component with a GraphQL Query in GatsbyOrganize React Components in a Gatsby ProjectAdd a List of Posts to a Gatsby Blog with a GraphQL Page QueryBuild Gatsby Page Slugs Dynamically from Markdown with gatsby-node.js Build a Blog Post Template with GraphQL and GatsbyAdd Next and Previous Links to a Gatsby BlogExpose Post Tag Data for a Gatsby BlogUse PageContext to Display Tags in GatsbyDeploy a Gatsby Site with Netlify
",en,https://egghead.io/courses/build-a-blog-with-react-and-markdown-using-gatsby,Build a Blog with React and Markdown using Gatsby,Taylor Bell,6,13,-1,4.0,8,"Gatsby,React",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/157/thumb/EGH_GatsbyBlog.png,31,on
,Understand the FizzBuzz coding problem and its solutionSort arrays in TypeScriptCase insensitive sorting for string arraysDetermine if two strings are an anagramDetermine if a string is a palindromeBubble sort using TypeScriptInsertion sort algorithm using TypeScriptQuicksort algorithm using TypeScriptMerge sort algorithm using TypeScriptBinary Search Algorithm using TypeScriptFind the repeated item in an array using TypeScriptCreate random integers in a given rangeStack implementation using TypeScriptQueue implementation using TypeScriptImplement a singly linked list in TypeScriptImplement a doubly linked list in TypeScriptParse a string to an integerShuffle an arrayImplement the heap data structure using JavaScriptFind Max Items and Max Height of a Completely Balanced Binary TreeImplement the Heapsort algorithm using TypeScript / JavaScriptMinimum / Maximum Maintenance algorithm implementation using JavaScript / TypeScriptMedian Maintenance algorithm implementation using TypeScript / JavaScriptMaximum Contiguous Subarray algorithm implementation using TypeScript / JavaScript,en,https://egghead.io/courses/build-algorithms-using-typescript,Build Algorithms using Typescript,Basarat Ali Syed,6,24,-1,4.5,8,TypeScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/128/thumb/EGH_TS-Algorithms.png,97,on
,Create a Vuex Store using TypeScriptAccess State by using Vuex getter functions with TypeScriptModify State by using Vuex Mutations with TypeScriptUse Vue Tools to Navigate Across the Vuex StatePerform Async Updates using Vuex Actions with TypeScriptHandle Forms Connected to a Vuex Store using TypeScriptSplit Vuex Store into Modules using TypeScriptLazy Load a Vuex Module at Runtime using TypeScriptAccess the Root State from a Vuex Module using TypeScriptUse Namespaces in Vuex Stores using TypeScriptCall a Root Vuex Mutation or Action from within a Module in TypeScriptWrite a Vuex Plugin using TypeScriptAdd options to a Vuex plugin using TypeScript,en,https://egghead.io/courses/vue-js-state-management-with-vuex-and-typescript,Vue.js State Management with Vuex and TypeScript,Alex Jover Morales,6,13,-1,4.4,8,"Vue.js,TypeScript",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/136/thumb/VuexStorageTS.png,37,on
,Error Handling using Error Boundaries in React 16Render Multiple Elements without a Wrapping Element in a Component in React 16Render Text Only Components in React 16Render Elements Outside the Current React Tree using Portals in React 16Define DOM Attributes in React 16Call setState with null to Avoid Triggering an Update in React 16Render Multiple Elements using React.Fragment and the JSX Fragment Syntax <> in React 16.2Create a DOM reference using createRef in React 16.3Forward a DOM reference to another Component using forwardRef in React 16.3Update State Based on Props using the Lifecycle Hook getDerivedStateFromProps in React16.3Capture values using the lifecycle hook getSnapshotBeforeUpdate in React 16.3Pass Data through a Component Tree using Context Providers and Consumers in React 16.3,en,https://egghead.io/courses/leverage-new-features-of-react-16,Leverage New Features of React 16,Nik Graf,6,12,-1,4.3,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/152/thumb/EGH_React16.png,39,on
,Find Postgres Data That Doesn¡¯t Match Join Conditions with Full Outer JoinFind Lonely Postgres Data with Left and Right JoinDetect Duplicates in Postgres with Cartesian ProductFind Related Data with Inner Join in PostgresSee All Rows from Different Postgres Tables with Union AllJoin Tables in Postgres with Complex ConditionsCreate a History Table in Postgres with JoinsUse Joins to Detect Orphaned Data in Postgres,en,https://egghead.io/courses/understand-joins-and-unions-in-postgres,Understand Joins and Unions in Postgres,Brett Cassette,6,8,-1,4.4,8,PostgreSQL,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/108/thumb/EGH_Postgres_Unions_Final.png,15,on
,"Summary & Concepts of the Twelve-Factor AppPin Down NPM Package Versions with Yarn.lockUse Git Flow as a Reliable Version Control ModelManage Configuration Values with Environment VariablesProxy Requests for Local and Remote Service ParityBuild, Release and Run Containers with Docker ComposeRun Stateless Docker ContainersExport Services with Docker Port BindingScale Docker Horizontally with Nginx Load BalancingEnsure Containers Run with High-AvailabilityRun Consistent Dev, Stage & Prod Docker EnvironmentsPipe Log Output to STDOUT with DockerRun One-Off Docker Containers",en,https://egghead.io/courses/build-a-twelve-factor-node-js-app-with-docker,Build a Twelve-Factor Node.js App with Docker,Mark Shust,6,13,-1,4.0,8,"Docker,Node.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/120/thumb/EGH_NodeDocker_1000.png,30,on
,"Pick a Lesson TitleTeach Step-by-StepShow First, then Maybe ExplainRemove DistractionsAvoid Intros and OutrosStay on TopicGuide Their EyesPrepare to Record - Screen Resolution and Mic CheckRecord One Thought at a TimeEdit with Ripple DeleteReformat Code to Fit the Screen",en,https://egghead.io/courses/record-badass-screencasts-for-egghead-io,Record Badass Screencasts for egghead.io,John Lindquist,6,11,-1,4.8,8,egghead,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/082/thumb/EGH_Instructor_Screencasts.png,13,on
,Install and Configure the Entry Point of react-intlConvert a Hard Coded String using react-intl FormattedMessageRender Content with Placeholders using react-intl FormattedMessageRender Content with Markup Using react-intl FormattedHTMLMessageFormat Date and Time Using react-intl FormattedDate and FormattedTimeFormat a Date Relative to the Current Date Using react-intl FormattedRelativeFormat Numbers with Separators and Currency Symbols using react-intl FormattedNumberRender Content Based on a Number using react-intl FormattedMessageUse a react-intl Higher Order Component to format messages and get current localeWrite tests for react-intl output using enzyme and JestUse Webpack to Conditionally Include an Intl Polyfill for Older Browsers,en,https://egghead.io/courses/add-internationalization-i18n-to-a-react-app-using-react-intl,Add Internationalization (i18n) to a React app using React Intl,Damon Bauer,6,11,-1,4.5,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/124/thumb/EGH_React_i18n.png,38,on
,Initialize a LoopBack Node.js Project through the CLICreate a model to persist data in a Node.js LoopBack APIPersist in-memory data to a file when developing Node.js LoopBack API'sSetup a development mode in LoopBack API using nodemonCreate a relation between two LoopBack modelsDefine a remote method on a LoopBack modelAdd validation rules to a model in LoopBack API Add unit tests to a LoopBack API projectAdd Operation Hooks to a LoopBack modelConfigure ACL¡¯s to protect the LoopBack APICreate a boot script to run code at the start of a LoopBack APICreate a MongoDB DataSource in LoopBackCreate a free database on MongoDB AtlasFilter model data in LoopBackDeploy a LoopBack API project using now.sh,en,https://egghead.io/courses/build-a-node-js-rest-api-with-loopback,Build a Node.js REST API with LoopBack,Bram Borggreve,6,15,-1,4.4,8,"Loopback,Node.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/122/thumb/EGH_NodeJSLoopback_Final.png,31,on
,Handle Side Effects with Redux Saga Generator FunctionsControl when Saga Generators are Called with TakeLatestImplement Synchronous Side Effects with Blocking Saga EffectsImplement Asynchronous Side Effects with Non-Blocking Saga EffectsRun Sagas Concurrently with Saga HelpersCreate an Action Channel/Queue in Redux SagaTest Simple and Complex Effects in Redux Saga,en,https://egghead.io/courses/async-react-with-redux-saga,Async React with Redux Saga,Tyler Clark,6,7,-1,4.0,8,"React,Redux",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/165/thumb/EGH_ReduxSaga.png,26,on
,Setup React Native Video for iOS and AndroidUse Local Files or Remote Video Files with React Native VideoShow An Error Message When A Video Fails to Load in React NativeShow an Animated Buffering Icon When Remote Videos are Loading in React NativeCreate a Looping Background Video with React Native VideoCreate a Video that Auto Plays when Scrolled into View in React NativeCreate Custom Controls for React Native VideoCreate Controls that Hide/Show When Video Is Interacted With in React Native,en,https://egghead.io/courses/fundamentals-of-react-native-video,Fundamentals of React Native Video,Jason Brown,6,8,-1,4.3,8,React Native,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/133/thumb/EGH_ReactVideo_Final.png,39,on
,Course Overview: Integrate IBM Domino with Node.jsIdentify Authentication Errors from Domino when using a Node.js Express ApplicationAuthenticate with IBM Domino via a Node.js Application to Extract a Session CookieStore an IBM Domino Cookie sent from a Node.js Server in Browser Local StorageExpose IBM Domino User Information as JSONSend IBM Domino User Information via a Node.js Application.Encrypt IBM Domino User Roles Data into a JWT in a Express ApplicationSend JWT Encrypted User Role Data from Client Local Storage to Express ServerDecode and Verify JWT Encoded Data in ExpressPost Data Captured in Client to IBM Domino via Node.jsUpdate and Delete Data in IBM Domino REST API via Node.jsMerge and Manipulate IBM Domino Server Side Generated HTML in Express using cheerioRender Domino Data using Handlebars templates in Express,en,https://egghead.io/courses/integrate-ibm-domino-with-node-js,Integrate IBM Domino with Node.js,Mark Barton,6,13,-1,4.4,8,"Express,Node.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/200/thumb/EGH_NodeJSDomino.png,57,on
,Introduction - Functional programming concepts in PureScriptSpecify Function Arguments using Types in PureScriptUse One Function Argument at a Time with Currying and Partial Application in PureScriptBasic Data Constructors in PureScriptBreak up Expressions into Cases in PureScript using Simple Pattern Matching Types Alias and Instances in PureScriptRecursion in PurescriptCreating your own length function using recursion in PurescriptAlgebraic data type in PureScript and Show instanceLists and Infix operators in PureScriptFunctor and map in PureScriptFilter in PureScriptConcat and ConcatMap in PureScriptFoldl in PureScriptMaking functions using foldl in PureScript,en,https://egghead.io/courses/functional-programming-concepts-in-purescript,Functional Programming Concepts in Purescript,Vincent Orr,6,15,-1,3.9,8,PureScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/145/thumb/EGH_FuncPurescript_Final.png,51,on
,"Create a ""Hello World"" app using ElectronLoad JavaScript in an Electron BrowserWindowLoad CSS in a Electron BrowserWindowCreate a native desktop system menu with the Electron Menu moduleDisplay native desktop dialog windows with ElectronSave/Open a file with an Electron dialog windowUnderstand Electron¡¯s main and renderer process architectureCommunicate between Electron processes using IPCCommunicate between Electron processes using the remote moduleCreate an icon for your Electron appPackage your Electron application into a executable file with electron-builderCode sign your Electron application with electron-builderShip updates to your Electron app with `autoUpdater` (Mac)Ship updates to your Electron app with `autoUpdater` (Windows)",en,https://egghead.io/courses/build-a-desktop-application-with-electron,Build a desktop application with Electron,Cameron Nokes,6,14,-1,4.3,8,Electron,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/119/thumb/EGH_Electron_Final.png,59,on
,Organize your terminal using tmux panesCreate collections of panes using tmux windowsReuse terminal workspaces using tmux sessionsManage terminal workspaces using session namingZoom and resize to view a particular pane within tmuxCustomize tmux with tmux.confCopy and paste text from a tmux sessionEnable mouse mode in tmuxAutomate your workflow using tmux scriptsShare a tmux session for pair programming with sshHandle history in tmux sessions,en,https://egghead.io/courses/wrangle-your-terminal-with-tmux,Wrangle your terminal with tmux,Bonnie Eisenman,6,11,-1,4.6,8,tmux,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/099/thumb/EGH_TMUX_Final_2x.png,27,on
,Add version control to npm packages using git initAdd manifest files to npm packages using npm initSet up compilation of source code using babel with npm scriptsRun builds on file changes using watch with npm scriptsSet up testing of source code using jest with npm scriptsAdd package functionality using npm scriptsTest npm packages locally in another project using npm linkDocument npm packages using README filesPublish npm packages using npm publishUpdate published npm packages using np,en,https://egghead.io/courses/publish-javascript-packages-on-npm,Publish JavaScript packages on npm,Trevor Miller,6,10,-1,4.5,8,"npm,JavaScript",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/101/thumb/EGH_JS_NPM_Final.png,21,on
,Write a Vue Component as a Class in TypeScriptExtend Vue Components in TypeScriptUse Vue Router in TypeScriptCreate Type-Safe Vue Directives in TypeScriptUse Properties in Vue Components Using @Prop Decorator with TypeScriptUse Two-Way Binding in Vue Using @Model Decorator with TypeScript Watch for Changes in Vue Using the @Watch Decorator with TypeScriptUse Dependency Injection in Vue Using @Inject and @Provide Decorators with TypeScriptCreate your own Decorators in Vue with TypeScriptUse AOP in Vue Components with TypeScript and Kaop-tsDecouple Dependencies Using IoC Containers in Vue with TypeScript and InversifyJS,en,https://egghead.io/courses/use-typescript-to-develop-vue-js-web-applications,Use TypeScript to Develop Vue.js Web Applications,Alex Jover Morales,6,11,-1,4.2,8,"Vue.js,TypeScript",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/131/thumb/EGH_TSVue_Final.png,38,on
,Use JavaScript (ES6) generators to pause function executionSend messages to and from JavaScript (ES6) generatorsError handling in JavaScript (ES6) generatorsIterate over JavaScript (ES6) generatorsDelegate JavaScript (ES6) generator iteration controlUse JavaScript (ES6) generators with Promises to handle async flows,en,https://egghead.io/courses/write-simple-asynchronous-code-with-javascript-generators,Write simple asynchronous code with JavaScript generators,Max Stoiber,6,6,-1,4.4,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/110/thumb/EGH_JSAsync_1000.png,15,on
,Create linear data flow with container style types (Box)Refactor imperative code to a single composed expression using BoxEnforce a null check with composable code branching using EitherUse chain for composable error handling with nested EithersA collection of Either examples compared to imperative codeCreate types with SemigroupsSemigroup examplesEnsure failsafe combination using monoidsA curated collection of Monoids and their usesUnbox types with foldMapDelay Evaluation with LazyBoxCapture Side Effects in a TaskUse Task for Asynchronous ActionsYou've been using FunctorsLift into a Pointed Functor with ofYou've been using MonadsBuild curried functionsApplicative Functors for multiple arguments Apply multiple functors as arguments to a function (Applicatives)List comprehensions with Applicative FunctorsWrite applicatives for concurrent actionsLeapfrogging types with TraversableMaintaining structure whilst asyncingPrincipled type conversions with Natural TransformationsApply Natural Transformations in everyday workIsomorphisms and round trip data transformationsBuild a data flow for a real world appRetrieve and use data from an api with pure functional constructsFind the intersection of sets with Semigroups,en,https://egghead.io/courses/professor-frisby-introduces-composable-functional-javascript,Professor Frisby Introduces Composable Functional JavaScript,Brian Lonsdorf,6,29,-1,4.8,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/072/thumb/EGH_ComposableJS_Final.png,110,on
,Run the React Router v4 Examples with Create React AppCreate Basic Routes with the React Router v4 BrowserRouterUse the React Router v4 Link Component for Navigation Between RoutesStyle a Link that is Active with NavLink in React Router v4Use URL Parameters with React Router v4Use Regular Expressions with Routes with React Router v4Parse Query Parameters in React Router v4Render Catch-All Routes with React Router v4 using the Switch ComponentConditionally Render a React Router v4 Route with the Switch ComponentRender Multiple Components for the Same Route in React Router v4Render Nested Routes with React Router v4Redirect to Another Page with React Router v4Intercept Route Changes with React Router v4 Prompt ComponentUnderstand the Difference Between the React Router v4 Router Types,en,https://egghead.io/courses/add-routing-to-react-apps-using-react-router-v4,Add routing to React apps using React Router v4,Joe Maddalone,6,14,-1,4.4,8,"React,React Router",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/116/thumb/ReactRouter_V4-1000.png,42,on
,async / await using TypeScript Course OverviewSimplify Asynchronous Callback Functions using async/awaitPromise Fundamentals using TypeScriptWrite Async Functions with the async/await OperatorsExecute Promises in Parallel and Serial using async / awaitAsynchronous Iteration using for-await-of,en,https://egghead.io/courses/async-await-using-typescript,Async/Await using TypeScript,Basarat Ali Syed,6,6,-1,3.9,8,TypeScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/170/thumb/EGH_Async_TS.png,17,on
,Write a Higher Order Component from ScratchCompose Multiple Higher Order Components Together using RecomposeAdd Local State to a Functional Stateless Component using RecomposeAdd Local State with Redux-like Reducers using RecomposeAdd Lifecycle Hooks to a Functional Stateless Component using RecomposeTransform Props by using the Recompose mapProps Higher Order ComponentLock Props by using the Recompose withProps Higher Order ComponentFlatten a Prop using RecomposeShow a Spinner While a Component is Loading using RecomposeShow Error Messages based on Non-Optimal States with RecomposeRender Components Based on Predicates in RecomposeSet the HTML Tag of a Component via a Prop using RecomposeOptimize Expensive Computations in RecomposeOptimize Component Rendering using RecomposeLearn How Recompose Optimizes Higher Order Components,en,https://egghead.io/courses/higher-order-components-with-functional-patterns-using-recompose,Higher Order Components with Functional Patterns Using Recompose,Tim Kindberg,6,15,-1,4.4,8,"React,Recompose",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/114/thumb/EGH_ReactRecompose_Final.png,48,on
,"Setup a ""Hello World"" Server-Rendered Vue.js Application with the Vue-CLI and NuxtManage Vue.js State with Vuex and NuxtUpdate Vuex State with Mutations and MapMutations in Vue.jsAdd CSS Libraries to NuxtAdd Arrays of Data to the Vuex Store and Display Them in Vue.js TemplatesLoad Data from APIs with Nuxt and VuexUnderstand the Flash of Unstyled Content in NuxtHandle Load Errors in Nuxt with Alternate Data, Redirect, or Error LayoutNavigate with nuxt-link and Customize isClient Behavior in Nuxt and Vue.jsBuild a Navigation Component in Vue.js and Use in a Nuxt LayoutBuild a Vue.js Form then use Vuex Actions to Post to an API in NuxtUse Vuex Actions to Delete Data from APIs in Nuxt and Vue.jsUpdate State with Vuex Actions in Nuxt.jsDisplay Vuex Data Differently in Each Page of Nuxt and Vue.js",en,https://egghead.io/courses/build-a-server-rendered-vue-js-app-with-nuxt-and-vuex,Build a Server Rendered Vue.js App with Nuxt and Vuex,John Lindquist,6,14,-1,4.5,8,"Vue.js,vuex,Nuxt.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/111/thumb/EGH_VueJSNuxt_Final_1000.png,37,on
,"Create and Run a Native WebAssembly FunctionCompile C Code into WebAssemblyCall a JavaScript Function from WebAssemblyRead WebAssembly Memory from JavaScriptWrite to WebAssembly Memory from JavaScriptAllocate Dynamic Memory in WebAssembly with MallocCreate and Import a WebAssembly MemoryCompiling C/C++ to WebAssembly using LLVM, Binaryen and WABTClone and Build LLVM with the Experimental WebAssembly TargetInstall Binaryen and the WebAssembly Binary Toolkit (WABT)Typed Arrays in High Performance JavaScriptStep-by-Step JS to WebAssembly ConversionA First Comparison of the Performance between JS and WebAssemblyOptimize Collision Detection in JS with a GridSurpass JS Performance with Optimized Collision Detection in WASM using a Linked List Grid",en,https://egghead.io/courses/get-started-using-webassembly-wasm,Get Started Using WebAssembly (wasm),Guy Bedford,6,15,-1,4.5,8,JavaScript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/130/thumb/EGH-WebAssembly_1000.png,56,on
,"Get up and running with CSS Grid LayoutPlace grid items on a grid using grid-column and grid-rowSpecify a grid gutter size with grid-gapDescribe a grid layout using named grid linesRefer to fractions of available space with the fr unitDescribe a grid layout using grid-template-areasUse the minmax function to specify dynamically-sized tracksUse the repeat function to efficiently write grid-template valuesUse auto-fill and auto-fit if the number of repeated grid tracks is not to be defChange the auto-placement behaviour of grid items with grid-auto-flowSpecify the sizes of implicitly created grid tracksRe-order the appearance of grid items using the order propertyNest a grid within a gridSpecify grid columns, rows, and areas at once with the grid-template shorthandSpecify many grid properties at once with the grid shorthand",en,https://egghead.io/courses/build-complex-layouts-with-css-grid-layout,Build Complex Layouts with CSS Grid Layout,Rory Smith,6,15,-1,4.5,8,CSS,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/107/thumb/EGH_CSS_Grids.png,42,on
,Install Development Tools for PreactConfigure Webpack 2 and Babel for use with PreactCreate a Hello World App with PreactDefine Functional Components in PreactDefine Stateful Components in PreactUse State and Props in the Component Render FunctionUse Link State to Automatically Handle State Changes Reduce the Size of a React App in Two Lines with preact-compatHandle Simple Routing with preact-routerIntegrate react-router with PreactIntegrate Redux with PreactUse Redux Dev-Tools with Preact,en,https://egghead.io/courses/up-and-running-with-preact,Up and running with Preact,Shane Osbourne,6,12,-1,4.4,8,React,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/117/thumb/EGH_Preact_Final.png,57,on
,Search the contents of files using grepSearch directory contents recursively using grepUse find to search for filename patternsSearch matching files by combining find and grep with xargsSearch the contents of a git repository with git grepShow context around matches using grepSearch for basic patterns using grepUse grep's extended regular expressions to find complex patternsSearch for optional patterns with grep ORSpecify line beginning and end in patterns using grepMatch classes of characters using bracket expressions with grepSearch with groups using grepFind matches excluding a pattern with grep,en,https://egghead.io/courses/use-grep-for-fast-search-from-the-command-line,Use Grep for Fast Search from the Command Line,Bonnie Eisenman,6,13,-1,4.6,8,grep,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/088/thumb/EGH_Grep_Final_Small.png,24,on
,Introducing Build a Server-rendered ReactJS application with Next.jsRender Text within a Server-side ReactJS App with Next.js Implement a custom Material-UI theme on the server using a Higher-order component Render Material-UI Components with Next.jsPopulate A Next.js Application with Data using Async/AwaitCreate custom routes within Next.js using ExpressJSDynamically Instantiate Routes on Id with Next.js & ExpressJSLeverage Next.js' getInitialProps lifecycle hook to load individual postsStyle Next.js Application's using CSS-in-JS and styled-jsxDeploy a Next.js Application to the web with the `now-cli`,en,https://egghead.io/courses/build-a-server-rendered-reactjs-application-with-next-js,Build a Server-rendered ReactJS Application with Next.js,Thomas Greco,6,10,-1,3.7,8,"React,Next.js",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/179/thumb/EGH_ReactNextServer_Final.png,31,on
,Start an Ionic 2 App with the CLIBuild your first page component with Ionic 2Use Sliding Gestures to Reorder an Ionic 2 ListUse the Ionic CLI to Generate Angular 2 Mobile ComponentsFetch data from an API using Angular 2 HTTP module Lazy Load Data with Ionic 2Navigate Between Mobile Screens  with the Ionic 2 NavControllerPreview an Angular 2 Mobile  App with Ionic LabCreate Angular 2 Mobile Card based layouts with Ionic 2Use Ionic 2 NavController to Manipulate App HistoryCreate an Overlay Component with the Ionic 2 Overlay APICreate a Native Mobile Side Menu Layout in Ionic 2,en,https://egghead.io/courses/building-apps-with-ionic-2,Building apps with Ionic 2,Mike Hartington,6,12,-1,4.3,8,"Angular,Ionic",https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/095/thumb/EGH_Build_Ionic2_Final.png,30,on
